"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"5621","consensus_30618",28,".","T","A",55041.8,".","AC=140;AF=0.467;AN=300;BaseQRankSum=-5.275;ClippingRankSum=0.000;DP=3526;ExcessHet=2.5251;FS=0.000;InbreedingCoeff=-0.0076;MLEAC=140;MLEAF=0.467;MQ=41.93;MQRankSum=-4.404;QD=21.96;ReadPosRankSum=-0.541;SOR=0.458","GT:AD:DP:GQ:PL"
"5622","consensus_30622",72,".","G","A",42624.1,".","AC=124;AF=0.395;AN=314;BaseQRankSum=-0.214;ClippingRankSum=-0.005;DP=14064;ExcessHet=160.0000;FS=0.000;InbreedingCoeff=-0.6365;MLEAC=125;MLEAF=0.398;MQ=41.96;MQRankSum=-14.310;QD=3.65;ReadPosRankSum=2.663;SOR=0.028","GT:AD:DP:GQ:PL"
"5623","consensus_30625",36,".","T","A",89336.2,".","AC=148;AF=0.484;AN=306;BaseQRankSum=-0.129;ClippingRankSum=0.000;DP=5178;ExcessHet=1.5806;FS=0.000;InbreedingCoeff=0.0365;MLEAC=148;MLEAF=0.484;MQ=41.85;MQRankSum=-5.148;QD=24.18;ReadPosRankSum=0.940;SOR=0.576","GT:AD:DP:GQ:PL"
"5624","consensus_30629",74,".","G","A",57873.9,".","AC=75;AF=0.240;AN=312;BaseQRankSum=2.513;ClippingRankSum=-0.001;DP=6894;ExcessHet=32.3218;FS=0.000;InbreedingCoeff=-0.2522;MLEAC=75;MLEAF=0.240;MQ=41.97;MQRankSum=-5.454;QD=17.61;ReadPosRankSum=-0.044;SOR=0.100","GT:AD:DP:GQ:PL"
"5625","consensus_30640",55,".","A","G",78.41,".","AC=3;AF=0.014;AN=216;BaseQRankSum=-1.622;ClippingRankSum=0.000;DP=2782;ExcessHet=0.0304;FS=0.000;InbreedingCoeff=0.2185;MLEAC=1;MLEAF=4.630e-03;MQ=41.98;MQRankSum=-8.222;QD=4.90;ReadPosRankSum=0.116;SOR=0.000","GT:AD:DP:GQ:PL"
"5626","consensus_30642",47,".","T","A",86381.1,".","AC=147;AF=0.480;AN=306;BaseQRankSum=7.614;ClippingRankSum=0.000;DP=5168;ExcessHet=160.0000;FS=0.000;InbreedingCoeff=-0.6897;MLEAC=147;MLEAF=0.480;MQ=41.76;MQRankSum=3.124;QD=19.21;ReadPosRankSum=0.336;SOR=0.619","GT:AD:DP:GQ:PL"
"5627","consensus_30645",80,".","G","C",41766,".","AC=75;AF=0.242;AN=310;BaseQRankSum=0.310;ClippingRankSum=0.000;DP=4835;ExcessHet=7.0081;FS=0.000;InbreedingCoeff=-0.0886;MLEAC=74;MLEAF=0.239;MQ=41.98;MQRankSum=-2.429;QD=18.66;ReadPosRankSum=-1.270;SOR=0.103","GT:AD:DP:GQ:PL"
"5628","consensus_30648",69,".","G","T",49218.3,".","AC=86;AF=0.274;AN=314;BaseQRankSum=-0.554;ClippingRankSum=0.000;DP=4925;ExcessHet=3.9844;FS=0.000;InbreedingCoeff=-0.0353;MLEAC=87;MLEAF=0.277;MQ=41.95;MQRankSum=-4.436;QD=20.04;ReadPosRankSum=-0.015;SOR=0.146","GT:AD:DP:GQ:PL"
"5629","consensus_30657",36,".","T","A",29439.9,".","AC=68;AF=0.219;AN=310;BaseQRankSum=-0.792;ClippingRankSum=0.000;DP=5488;ExcessHet=32.6063;FS=0.000;InbreedingCoeff=-0.2495;MLEAC=68;MLEAF=0.219;MQ=34.37;MQRankSum=-65.095;QD=12.12;ReadPosRankSum=1.457;SOR=0.081","GT:AD:DP:GQ:PL"
"5630","consensus_30660",72,".","T","C",176562,".","AC=160;AF=0.506;AN=316;BaseQRankSum=1.072;ClippingRankSum=-0.001;DP=10419;ExcessHet=160.0000;FS=0.000;InbreedingCoeff=-0.9207;MLEAC=160;MLEAF=0.506;MQ=41.93;MQRankSum=-8.229;QD=17.12;ReadPosRankSum=-2.000;SOR=0.657","GT:AD:DP:GQ:PL"
"5631","consensus_30666",52,".","G","A",52190.9,".","AC=142;AF=0.464;AN=306;BaseQRankSum=-2.833;ClippingRankSum=0.000;DP=5402;ExcessHet=165.6587;FS=0.000;InbreedingCoeff=-0.6772;MLEAC=145;MLEAF=0.474;MQ=27.55;MQRankSum=-66.193;QD=10.82;ReadPosRankSum=2.977;SOR=0.632","GT:AD:DP:GQ:PL"
"5632","consensus_30667",11,".","G","A",29284.7,".","AC=75;AF=0.237;AN=316;BaseQRankSum=-0.237;ClippingRankSum=-0.003;DP=8263;ExcessHet=53.7367;FS=0.000;InbreedingCoeff=-0.3103;MLEAC=75;MLEAF=0.237;MQ=41.92;MQRankSum=-5.076;QD=7.17;ReadPosRankSum=1.957;SOR=0.021","GT:AD:DP:GQ:PL"
"5633","consensus_30671",70,".","A","T",46058.9,".","AC=80;AF=0.253;AN=316;BaseQRankSum=3.548;ClippingRankSum=0.000;DP=5456;ExcessHet=13.5489;FS=0.000;InbreedingCoeff=-0.1487;MLEAC=79;MLEAF=0.250;MQ=37.07;MQRankSum=-64.385;QD=16.15;ReadPosRankSum=0.494;SOR=0.133","GT:AD:DP:GQ:PL"
"5634","consensus_30674",47,".","T","C",186913,".","AC=158;AF=0.503;AN=314;BaseQRankSum=-1.982;ClippingRankSum=0.002;DP=11123;ExcessHet=160.0000;FS=0.000;InbreedingCoeff=-0.9630;MLEAC=158;MLEAF=0.503;MQ=41.85;MQRankSum=-19.615;QD=16.95;ReadPosRankSum=-1.344;SOR=0.663","GT:AD:DP:GQ:PL"
"5635","consensus_30675",23,".","G","T",74574,".","AC=106;AF=0.338;AN=314;BaseQRankSum=-1.688;ClippingRankSum=-0.002;DP=9518;ExcessHet=107.0174;FS=0.000;InbreedingCoeff=-0.4704;MLEAC=106;MLEAF=0.338;MQ=41.90;MQRankSum=-17.264;QD=11.53;ReadPosRankSum=-1.524;SOR=0.101","GT:AD:DP:GQ:PL"
"5636","consensus_30676",36,".","T","C",83799.1,".","AC=166;AF=0.535;AN=310;BaseQRankSum=-3.297;ClippingRankSum=0.000;DP=4487;ExcessHet=0.0305;FS=0.000;InbreedingCoeff=0.1901;MLEAC=166;MLEAF=0.535;MQ=41.93;MQRankSum=-3.455;QD=24.71;ReadPosRankSum=1.182;SOR=0.730","GT:AD:DP:GQ:PL"
"5637","consensus_30678",33,".","G","C",35610.7,".","AC=84;AF=0.278;AN=302;BaseQRankSum=1.895;ClippingRankSum=0.000;DP=3732;ExcessHet=4.1687;FS=0.000;InbreedingCoeff=-0.0546;MLEAC=84;MLEAF=0.278;MQ=41.91;MQRankSum=-12.492;QD=19.14;ReadPosRankSum=1.391;SOR=0.133","GT:AD:DP:GQ:PL"
"5638","consensus_30681",58,".","G","A",83448.9,".","AC=150;AF=0.484;AN=310;BaseQRankSum=-3.814;ClippingRankSum=0.000;DP=5273;ExcessHet=160.0000;FS=0.000;InbreedingCoeff=-0.7662;MLEAC=150;MLEAF=0.484;MQ=41.85;MQRankSum=-14.936;QD=18.15;ReadPosRankSum=0.037;SOR=0.542","GT:AD:DP:GQ:PL"
"5639","consensus_30683",87,".","C","A",119380,".","AC=157;AF=0.497;AN=316;BaseQRankSum=-6.375;ClippingRankSum=-0.000;DP=6082;ExcessHet=160.0000;FS=0.000;InbreedingCoeff=-0.7699;MLEAC=157;MLEAF=0.497;MQ=41.84;MQRankSum=-14.240;QD=21.44;ReadPosRankSum=0.097;SOR=0.690","GT:AD:DP:GQ:PL"
"5640","consensus_30686",60,".","G","A",214704,".","AC=155;AF=0.491;AN=316;BaseQRankSum=-4.652;ClippingRankSum=-0.009;DP=12077;ExcessHet=160.0000;FS=0.000;InbreedingCoeff=-0.8362;MLEAC=155;MLEAF=0.491;MQ=41.95;MQRankSum=-6.639;QD=18.43;ReadPosRankSum=-1.132;SOR=0.766","GT:AD:DP:GQ:PL"
"5641","consensus_30688",46,".","A","G",26253.7,".","AC=149;AF=0.552;AN=270;BaseQRankSum=2.879;ClippingRankSum=0.000;DP=1718;ExcessHet=0.0000;FS=0.000;InbreedingCoeff=0.8019;MLEAC=148;MLEAF=0.548;MQ=29.85;MQRankSum=-34.499;QD=24.67;ReadPosRankSum=-0.891;SOR=0.947","GT:AD:DP:GQ:PL"
"5642","consensus_30689",29,".","C","T",130696,".","AC=158;AF=0.500;AN=316;BaseQRankSum=-21.535;ClippingRankSum=-0.001;DP=11219;ExcessHet=160.0000;FS=0.000;InbreedingCoeff=-0.9259;MLEAC=158;MLEAF=0.500;MQ=41.90;MQRankSum=-1.618;QD=11.83;ReadPosRankSum=-1.429;SOR=0.410","GT:AD:DP:GQ:PL"
"5643","consensus_30692",77,".","A","C",71126.2,".","AC=158;AF=0.516;AN=306;BaseQRankSum=0.027;ClippingRankSum=0.000;DP=5242;ExcessHet=5.2712;FS=0.000;InbreedingCoeff=-0.0661;MLEAC=158;MLEAF=0.516;MQ=32.46;MQRankSum=-64.197;QD=16.11;ReadPosRankSum=0.332;SOR=0.721","GT:AD:DP:GQ:PL"
"5644","consensus_30693",38,".","C","T",37630.8,".","AC=92;AF=0.331;AN=278;BaseQRankSum=-0.931;ClippingRankSum=0.000;DP=2468;ExcessHet=0.0218;FS=0.000;InbreedingCoeff=0.1910;MLEAC=93;MLEAF=0.335;MQ=41.93;MQRankSum=-2.166;QD=26.82;ReadPosRankSum=0.390;SOR=0.398","GT:AD:DP:GQ:PL"
"5645","consensus_30695",24,".","T","C",52806.3,".","AC=162;AF=0.519;AN=312;BaseQRankSum=0.464;ClippingRankSum=0.000;DP=5137;ExcessHet=2.9365;FS=0.000;InbreedingCoeff=-0.0199;MLEAC=162;MLEAF=0.519;MQ=29.48;MQRankSum=-68.481;QD=13.88;ReadPosRankSum=0.346;SOR=0.587","GT:AD:DP:GQ:PL"
"5646","consensus_30702",70,".","G","T",156116,".","AC=153;AF=0.487;AN=314;BaseQRankSum=-0.476;ClippingRankSum=-0.011;DP=11194;ExcessHet=160.0000;FS=0.000;InbreedingCoeff=-0.9570;MLEAC=154;MLEAF=0.490;MQ=41.93;MQRankSum=-6.517;QD=14.10;ReadPosRankSum=1.131;SOR=0.414","GT:AD:DP:GQ:PL"
"5647","consensus_30703",43,".","G","T",46483.4,".","AC=72;AF=0.228;AN=316;BaseQRankSum=-2.642;ClippingRankSum=-0.004;DP=11839;ExcessHet=49.0815;FS=0.000;InbreedingCoeff=-0.2953;MLEAC=72;MLEAF=0.228;MQ=41.94;MQRankSum=-1.060;QD=8.54;ReadPosRankSum=1.022;SOR=0.023","GT:AD:DP:GQ:PL"
"5648","consensus_30707",62,".","C","T",51269.9,".","AC=85;AF=0.271;AN=314;BaseQRankSum=2.657;ClippingRankSum=0.000;DP=5057;ExcessHet=18.7845;FS=0.000;InbreedingCoeff=-0.1791;MLEAC=85;MLEAF=0.271;MQ=41.88;MQRankSum=-1.040;QD=19.05;ReadPosRankSum=19.226;SOR=0.159","GT:AD:DP:GQ:PL"
"5649","consensus_30709",56,".","G","A",65920.7,".","AC=146;AF=0.474;AN=308;BaseQRankSum=-1.860;ClippingRankSum=0.000;DP=4806;ExcessHet=152.7156;FS=0.000;InbreedingCoeff=-0.6495;MLEAC=146;MLEAF=0.474;MQ=41.86;MQRankSum=0.379;QD=15.48;ReadPosRankSum=0.049;SOR=0.385","GT:AD:DP:GQ:PL"
"5650","consensus_30710",36,".","G","A",60624.1,".","AC=77;AF=0.248;AN=310;BaseQRankSum=2.083;ClippingRankSum=-0.000;DP=5941;ExcessHet=11.6674;FS=0.000;InbreedingCoeff=-0.1320;MLEAC=77;MLEAF=0.248;MQ=41.89;MQRankSum=-16.179;QD=19.14;ReadPosRankSum=-1.129;SOR=0.157","GT:AD:DP:GQ:PL"
"5651","consensus_30713",27,".","A","C",133636,".","AC=155;AF=0.494;AN=314;BaseQRankSum=-3.648;ClippingRankSum=-0.002;DP=8310;ExcessHet=160.0000;FS=0.000;InbreedingCoeff=-0.8999;MLEAC=155;MLEAF=0.494;MQ=41.88;MQRankSum=-7.187;QD=16.63;ReadPosRankSum=-0.876;SOR=0.606","GT:AD:DP:GQ:PL"
"5652","consensus_30715",52,".","A","G",185.1,".","AC=15;AF=0.094;AN=160;BaseQRankSum=-3.594;ClippingRankSum=0.000;DP=846;ExcessHet=0.0000;FS=0.000;InbreedingCoeff=0.4342;MLEAC=9;MLEAF=0.056;MQ=41.53;MQRankSum=-11.853;QD=14.24;ReadPosRankSum=-7.548;SOR=0.000","GT:AD:DP:GQ:PL"
"5653","consensus_30716",33,".","G","A",40.44,".","AC=3;AF=9.554e-03;AN=314;BaseQRankSum=-4.241;ClippingRankSum=0.000;DP=4944;ExcessHet=0.0209;FS=0.000;InbreedingCoeff=0.5636;MLEAC=1;MLEAF=3.185e-03;MQ=41.87;MQRankSum=-3.137;QD=13.48;ReadPosRankSum=-4.897;SOR=0.000","GT:AD:DP:GQ:PL"
"5654","consensus_30718",84,".","G","A",94023.8,".","AC=145;AF=0.465;AN=312;BaseQRankSum=-4.570;ClippingRankSum=-0.000;DP=5919;ExcessHet=0.3582;FS=0.000;InbreedingCoeff=0.1090;MLEAC=145;MLEAF=0.465;MQ=41.41;MQRankSum=-15.257;QD=22.62;ReadPosRankSum=-1.745;SOR=0.494","GT:AD:DP:GQ:PL"
"5655","consensus_30722",23,".","C","G",66991.2,".","AC=159;AF=0.523;AN=304;BaseQRankSum=2.278;ClippingRankSum=0.000;DP=3833;ExcessHet=3.5469;FS=0.000;InbreedingCoeff=-0.0372;MLEAC=158;MLEAF=0.520;MQ=41.93;MQRankSum=-4.233;QD=22.68;ReadPosRankSum=0.092;SOR=0.622","GT:AD:DP:GQ:PL"
"5656","consensus_30726",39,".","T","A",201456,".","AC=157;AF=0.497;AN=316;BaseQRankSum=-4.983;ClippingRankSum=-0.019;DP=12426;ExcessHet=160.0000;FS=0.000;InbreedingCoeff=-0.9614;MLEAC=157;MLEAF=0.497;MQ=41.93;MQRankSum=-6.062;QD=16.37;ReadPosRankSum=1.753;SOR=0.600","GT:AD:DP:GQ:PL"
"5657","consensus_30728",66,".","T","A",37208.3,".","AC=74;AF=0.237;AN=312;BaseQRankSum=-0.798;ClippingRankSum=0.000;DP=4526;ExcessHet=6.2789;FS=0.000;InbreedingCoeff=-0.0933;MLEAC=73;MLEAF=0.234;MQ=41.97;MQRankSum=-2.920;QD=17.74;ReadPosRankSum=0.174;SOR=0.093","GT:AD:DP:GQ:PL"
"5658","consensus_30734",42,".","A","C",70651.6,".","AC=150;AF=0.487;AN=308;BaseQRankSum=2.960;ClippingRankSum=0.000;DP=3945;ExcessHet=160.0000;FS=0.000;InbreedingCoeff=-0.7094;MLEAC=150;MLEAF=0.487;MQ=41.89;MQRankSum=-4.255;QD=19.37;ReadPosRankSum=0.586;SOR=0.738","GT:AD:DP:GQ:PL"
"5659","consensus_30743",15,".","C","T",17982.4,".","AC=73;AF=0.231;AN=316;BaseQRankSum=-6.807;ClippingRankSum=-0.005;DP=29191;ExcessHet=50.6001;FS=0.000;InbreedingCoeff=-0.3043;MLEAC=73;MLEAF=0.231;MQ=33.93;MQRankSum=-125.143;QD=1.26;ReadPosRankSum=0.530;SOR=0.018","GT:AD:DP:GQ:PL"
"5660","consensus_30747",11,".","C","T",17201,".","AC=59;AF=0.215;AN=274;BaseQRankSum=2.822;ClippingRankSum=0.000;DP=1921;ExcessHet=0.0526;FS=0.000;InbreedingCoeff=0.1231;MLEAC=60;MLEAF=0.219;MQ=41.94;MQRankSum=-4.323;QD=21.77;ReadPosRankSum=-0.210;SOR=0.108","GT:AD:DP:GQ:PL"
"5661","consensus_30749",56,".","G","A",55962.3,".","AC=82;AF=0.265;AN=310;BaseQRankSum=0.009;ClippingRankSum=0.000;DP=5567;ExcessHet=16.2332;FS=0.000;InbreedingCoeff=-0.1813;MLEAC=81;MLEAF=0.261;MQ=41.53;MQRankSum=11.793;QD=18.94;ReadPosRankSum=0.070;SOR=0.153","GT:AD:DP:GQ:PL"
"5662","consensus_30750",42,".","C","A",30969.6,".","AC=88;AF=0.289;AN=304;BaseQRankSum=5.832;ClippingRankSum=0.000;DP=2824;ExcessHet=30.2796;FS=0.000;InbreedingCoeff=-0.2629;MLEAC=89;MLEAF=0.293;MQ=41.88;MQRankSum=-10.718;QD=19.92;ReadPosRankSum=0.180;SOR=0.150","GT:AD:DP:GQ:PL"
"5663","consensus_30752",51,".","G","A",215417,".","AC=155;AF=0.491;AN=316;BaseQRankSum=-2.743;ClippingRankSum=-0.002;DP=13162;ExcessHet=160.0000;FS=0.000;InbreedingCoeff=-0.9626;MLEAC=155;MLEAF=0.491;MQ=41.95;MQRankSum=-6.405;QD=16.53;ReadPosRankSum=-0.993;SOR=0.613","GT:AD:DP:GQ:PL"
"5664","consensus_30756",63,".","G","A",52193,".","AC=104;AF=0.329;AN=316;BaseQRankSum=-5.104;ClippingRankSum=-0.003;DP=10640;ExcessHet=100.2227;FS=0.000;InbreedingCoeff=-0.4620;MLEAC=104;MLEAF=0.329;MQ=41.96;MQRankSum=-8.331;QD=7.09;ReadPosRankSum=0.209;SOR=0.046","GT:AD:DP:GQ:PL"
"5665","consensus_30767",57,".","A","C",51457.7,".","AC=81;AF=0.260;AN=312;BaseQRankSum=2.338;ClippingRankSum=-0.000;DP=5829;ExcessHet=7.9223;FS=0.000;InbreedingCoeff=-0.0931;MLEAC=80;MLEAF=0.256;MQ=41.97;MQRankSum=-4.662;QD=17.90;ReadPosRankSum=-0.377;SOR=0.111","GT:AD:DP:GQ:PL"
"5666","consensus_30769",33,".","A","G",56843.8,".","AC=82;AF=0.263;AN=312;BaseQRankSum=0.201;ClippingRankSum=-0.002;DP=7852;ExcessHet=66.9559;FS=0.000;InbreedingCoeff=-0.3578;MLEAC=82;MLEAF=0.263;MQ=41.77;MQRankSum=-7.591;QD=11.36;ReadPosRankSum=-1.004;SOR=0.084","GT:AD:DP:GQ:PL"
"5667","consensus_30779",22,".","T","A",63061.7,".","AC=153;AF=0.497;AN=308;BaseQRankSum=-2.115;ClippingRankSum=0.000;DP=5639;ExcessHet=0.2277;FS=0.000;InbreedingCoeff=0.1211;MLEAC=153;MLEAF=0.497;MQ=30.22;MQRankSum=-70.834;QD=14.55;ReadPosRankSum=-0.205;SOR=0.650","GT:AD:DP:GQ:PL"
"5668","consensus_30781",50,".","T","A",15549.5,".","AC=92;AF=0.303;AN=304;BaseQRankSum=-0.464;ClippingRankSum=0.000;DP=1327;ExcessHet=0.0453;FS=0.000;InbreedingCoeff=0.0775;MLEAC=91;MLEAF=0.299;MQ=41.90;MQRankSum=-1.063;QD=22.90;ReadPosRankSum=-1.284;SOR=0.238","GT:AD:DP:GQ:PL"
"5669","consensus_30794",56,".","T","C",22483.5,".","AC=64;AF=0.205;AN=312;BaseQRankSum=-1.997;ClippingRankSum=-0.003;DP=8199;ExcessHet=39.6303;FS=0.000;InbreedingCoeff=-0.2642;MLEAC=65;MLEAF=0.208;MQ=35.90;MQRankSum=-62.650;QD=5.97;ReadPosRankSum=-3.128;SOR=0.025","GT:AD:DP:GQ:PL"
"5670","consensus_30798",28,".","A","T",43688.2,".","AC=66;AF=0.210;AN=314;BaseQRankSum=-1.567;ClippingRankSum=0.000;DP=5702;ExcessHet=15.3392;FS=0.000;InbreedingCoeff=-0.1626;MLEAC=66;MLEAF=0.210;MQ=41.93;MQRankSum=-5.661;QD=16.80;ReadPosRankSum=-1.261;SOR=0.084","GT:AD:DP:GQ:PL"
"5671","consensus_30805",29,".","C","T",35826.9,".","AC=79;AF=0.255;AN=310;BaseQRankSum=-2.230;ClippingRankSum=0.000;DP=5370;ExcessHet=13.3801;FS=0.000;InbreedingCoeff=-0.1484;MLEAC=78;MLEAF=0.252;MQ=31.18;MQRankSum=-19.420;QD=13.27;ReadPosRankSum=-0.240;SOR=0.130","GT:AD:DP:GQ:PL"
"5672","consensus_30814",65,".","G","A",208614,".","AC=158;AF=0.503;AN=314;BaseQRankSum=0.246;ClippingRankSum=-0.011;DP=11931;ExcessHet=160.0000;FS=0.000;InbreedingCoeff=-0.9400;MLEAC=158;MLEAF=0.503;MQ=41.93;MQRankSum=-4.193;QD=17.64;ReadPosRankSum=1.913;SOR=0.751","GT:AD:DP:GQ:PL"
"5673","consensus_30815",48,".","T","C",55765.9,".","AC=81;AF=0.258;AN=314;BaseQRankSum=1.352;ClippingRankSum=-0.000;DP=5997;ExcessHet=19.4492;FS=0.000;InbreedingCoeff=-0.1837;MLEAC=81;MLEAF=0.258;MQ=41.96;MQRankSum=-4.433;QD=18.37;ReadPosRankSum=1.158;SOR=0.122","GT:AD:DP:GQ:PL"
"5674","consensus_30820",24,".","G","A",153961,".","AC=149;AF=0.475;AN=314;BaseQRankSum=0.193;ClippingRankSum=-0.011;DP=10630;ExcessHet=160.0000;FS=0.000;InbreedingCoeff=-0.8523;MLEAC=149;MLEAF=0.475;MQ=41.92;MQRankSum=2.982;QD=15.07;ReadPosRankSum=-0.836;SOR=0.443","GT:AD:DP:GQ:PL"
"5675","consensus_30826",42,".","T","C",68524.6,".","AC=111;AF=0.351;AN=316;BaseQRankSum=-2.347;ClippingRankSum=-0.002;DP=9761;ExcessHet=93.0763;FS=0.000;InbreedingCoeff=-0.4584;MLEAC=111;MLEAF=0.351;MQ=41.96;MQRankSum=-6.517;QD=10.12;ReadPosRankSum=0.147;SOR=0.083","GT:AD:DP:GQ:PL"
"5676","consensus_30834",15,".","A","T",59034.9,".","AC=139;AF=0.443;AN=314;BaseQRankSum=7.157;ClippingRankSum=-0.003;DP=7448;ExcessHet=160.0000;FS=0.000;InbreedingCoeff=-0.7075;MLEAC=138;MLEAF=0.439;MQ=26.97;MQRankSum=-0.889;QD=8.58;ReadPosRankSum=0.811;SOR=0.272","GT:AD:DP:GQ:PL"
"5677","consensus_30835",35,".","T","C",123517,".","AC=169;AF=0.535;AN=316;BaseQRankSum=-0.629;ClippingRankSum=-0.000;DP=6339;ExcessHet=4.0425;FS=0.000;InbreedingCoeff=-0.0302;MLEAC=169;MLEAF=0.535;MQ=41.91;MQRankSum=-5.703;QD=23.49;ReadPosRankSum=0.185;SOR=0.820","GT:AD:DP:GQ:PL"
"5678","consensus_30837",14,".","A","G",107891,".","AC=164;AF=0.522;AN=314;BaseQRankSum=-1.088;ClippingRankSum=0.001;DP=5789;ExcessHet=160.0000;FS=0.000;InbreedingCoeff=-0.7531;MLEAC=163;MLEAF=0.519;MQ=41.79;MQRankSum=-11.914;QD=20.35;ReadPosRankSum=1.208;SOR=0.798","GT:AD:DP:GQ:PL"
"5679","consensus_30840",83,".","G","T",49842.7,".","AC=74;AF=0.239;AN=310;BaseQRankSum=-0.063;ClippingRankSum=0.000;DP=5602;ExcessHet=13.1667;FS=0.000;InbreedingCoeff=-0.1324;MLEAC=74;MLEAF=0.239;MQ=41.95;MQRankSum=-4.376;QD=18.33;ReadPosRankSum=0.246;SOR=0.114","GT:AD:DP:GQ:PL"
"5680","consensus_30841",24,".","C","T",146491,".","AC=151;AF=0.478;AN=316;BaseQRankSum=-1.727;ClippingRankSum=-0.001;DP=11439;ExcessHet=160.0000;FS=0.000;InbreedingCoeff=-0.8987;MLEAC=152;MLEAF=0.481;MQ=41.93;MQRankSum=-0.275;QD=13.22;ReadPosRankSum=-1.388;SOR=0.336","GT:AD:DP:GQ:PL"
"5681","consensus_30842",70,".","A","T",29481.6,".","AC=91;AF=0.292;AN=312;BaseQRankSum=-3.497;ClippingRankSum=0.000;DP=4424;ExcessHet=12.7110;FS=0.000;InbreedingCoeff=-0.1519;MLEAC=90;MLEAF=0.288;MQ=41.95;MQRankSum=-2.078;QD=11.69;ReadPosRankSum=-0.522;SOR=0.140","GT:AD:DP:GQ:PL"
"5682","consensus_30845",13,".","C","A",58036.3,".","AC=64;AF=0.203;AN=316;BaseQRankSum=1.341;ClippingRankSum=-0.001;DP=7510;ExcessHet=9.1357;FS=0.000;InbreedingCoeff=-0.0934;MLEAC=64;MLEAF=0.203;MQ=41.95;MQRankSum=-4.467;QD=17.80;ReadPosRankSum=0.635;SOR=0.079","GT:AD:DP:GQ:PL"
"5683","consensus_30846",87,".","C","G",70408.3,".","AC=160;AF=0.526;AN=304;BaseQRankSum=-2.614;ClippingRankSum=0.000;DP=3939;ExcessHet=153.5249;FS=0.000;InbreedingCoeff=-0.6374;MLEAC=161;MLEAF=0.530;MQ=41.94;MQRankSum=-2.913;QD=20.13;ReadPosRankSum=0.990;SOR=0.728","GT:AD:DP:GQ:PL"
"5684","consensus_30850",83,".","G","T",86165.9,".","AC=117;AF=0.370;AN=316;BaseQRankSum=-0.576;ClippingRankSum=-0.005;DP=9233;ExcessHet=141.3631;FS=0.000;InbreedingCoeff=-0.5651;MLEAC=117;MLEAF=0.370;MQ=41.87;MQRankSum=-2.678;QD=11.42;ReadPosRankSum=2.541;SOR=0.162","GT:AD:DP:GQ:PL"
"5685","consensus_30852",30,".","A","G",53281.8,".","AC=82;AF=0.266;AN=308;BaseQRankSum=-1.411;ClippingRankSum=0.000;DP=5604;ExcessHet=28.5224;FS=0.000;InbreedingCoeff=-0.2428;MLEAC=81;MLEAF=0.263;MQ=41.90;MQRankSum=-17.346;QD=18.95;ReadPosRankSum=-1.552;SOR=0.105","GT:AD:DP:GQ:PL"
"5686","consensus_30853",18,".","A","G",29322.3,".","AC=75;AF=0.248;AN=302;BaseQRankSum=-0.742;ClippingRankSum=0.000;DP=3652;ExcessHet=7.6477;FS=0.000;InbreedingCoeff=-0.0883;MLEAC=75;MLEAF=0.248;MQ=41.96;MQRankSum=-7.118;QD=18.16;ReadPosRankSum=-1.778;SOR=0.090","GT:AD:DP:GQ:PL"
"5687","consensus_30854",59,".","A","T",31482.9,".","AC=62;AF=0.199;AN=312;BaseQRankSum=0.576;ClippingRankSum=0.000;DP=5300;ExcessHet=25.3575;FS=0.000;InbreedingCoeff=-0.2124;MLEAC=62;MLEAF=0.199;MQ=41.96;MQRankSum=-4.783;QD=15.12;ReadPosRankSum=1.709;SOR=0.047","GT:AD:DP:GQ:PL"
"5688","consensus_30862",64,".","C","T",67198.4,".","AC=171;AF=0.552;AN=310;BaseQRankSum=2.547;ClippingRankSum=0.000;DP=5425;ExcessHet=5.9082;FS=0.000;InbreedingCoeff=-0.0642;MLEAC=170;MLEAF=0.548;MQ=29.09;MQRankSum=-65.311;QD=14.56;ReadPosRankSum=-1.255;SOR=0.859","GT:AD:DP:GQ:PL"
"5689","consensus_30863",36,".","G","A",154672,".","AC=158;AF=0.503;AN=314;BaseQRankSum=0.681;ClippingRankSum=-0.005;DP=9247;ExcessHet=160.0000;FS=0.000;InbreedingCoeff=-0.8963;MLEAC=158;MLEAF=0.503;MQ=41.85;MQRankSum=-16.396;QD=16.94;ReadPosRankSum=0.076;SOR=0.649","GT:AD:DP:GQ:PL"
"5690","consensus_30871",84,".","A","C",55725.7,".","AC=74;AF=0.239;AN=310;BaseQRankSum=3.683;ClippingRankSum=-0.000;DP=6298;ExcessHet=17.9518;FS=0.000;InbreedingCoeff=-0.1919;MLEAC=73;MLEAF=0.235;MQ=41.97;MQRankSum=-5.950;QD=17.37;ReadPosRankSum=0.190;SOR=0.116","GT:AD:DP:GQ:PL"
"5691","consensus_30881",15,".","G","C",44918.8,".","AC=152;AF=0.500;AN=304;BaseQRankSum=-1.405;ClippingRankSum=0.000;DP=3854;ExcessHet=2.1456;FS=0.000;InbreedingCoeff=-0.0005;MLEAC=154;MLEAF=0.507;MQ=29.85;MQRankSum=-58.568;QD=14.21;ReadPosRankSum=2.166;SOR=0.774","GT:AD:DP:GQ:PL"
